id,state,district,city,road_name,road_segment,latitude,longitude,year,month,day,hour,road_category,cause,vehicle_type,road_user_type,weather,road_condition,lighting_condition,traffic_level,accidents,fatalities,injuries
ACC-10328,Uttar Pradesh,Kanpur Nagar,Kanpur,GT Road NH-19 Kanpur-Prayagraj,Chakeri Industrial Extension to Maharajpur,26.45176,80.32654,2023,7,27,23,National Highway,Wrong-side Driving,Bicycle,Vulnerable Road User (VRU),Rain,Wet / Slippery,Streetlights Operational,High,1,1,0
ACC-10329,Uttar Pradesh,Kanpur Nagar,Kanpur,GT Road NH-19 Kanpur-Prayagraj,Chakeri Industrial Extension to Maharajpur,26.45177,80.33877,2024,11,10,5,National Highway,Potholes / Road Surface Defect,Two-Wheeler,Vulnerable Road User (VRU),Fog/Mist,Damaged / Potholes,Poor / Intermittent,Medium,1,0,0
ACC-10330,Uttar Pradesh,Kanpur Nagar,Kanpur,GT Road NH-19 Kanpur-Prayagraj,Chakeri Industrial Extension to Maharajpur,26.45215,80.33421,2022,11,14,2,National Highway,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Fog/Mist,Damaged / Potholes,Poor / Intermittent,High,1,0,1
ACC-10331,Uttar Pradesh,Kanpur Nagar,Kanpur,GT Road NH-19 Kanpur-Prayagraj,Chakeri Industrial Extension to Maharajpur,26.45376,80.32521,2022,6,25,2,National Highway,Overspeeding,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Streetlights Operational,High,1,1,2
ACC-10332,Uttar Pradesh,Kanpur Nagar,Kanpur,GT Road NH-19 Kanpur-Prayagraj,Chakeri Industrial Extension to Maharajpur,26.44173,80.33451,2022,6,18,15,National Highway,Poor Lighting,Bicycle,Vulnerable Road User (VRU),Rain,Dry / Smooth,Daylight,Low,1,0,1
ACC-10333,Uttar Pradesh,Kanpur Nagar,Kanpur,GT Road NH-19 Kanpur-Prayagraj,Chakeri Industrial Extension to Maharajpur,26.44531,80.32907,2023,9,23,21,National Highway,Wrong-side Driving,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Poor / Intermittent,Medium,1,1,1
ACC-10334,Uttar Pradesh,Kanpur Nagar,Kanpur,GT Road NH-19 Kanpur-Prayagraj,Chakeri Industrial Extension to Maharajpur,26.4542,80.32624,2021,11,17,2,National Highway,Potholes / Road Surface Defect,Heavy Truck,Commercial Goods,Fog/Mist,Damaged / Potholes,Streetlights Operational,Medium,1,1,3
ACC-10335,Uttar Pradesh,Kanpur Nagar,Kanpur,GT Road NH-19 Kanpur-Prayagraj,Chakeri Industrial Extension to Maharajpur,26.4416,80.32491,2024,9,5,9,National Highway,Overspeeding,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Daylight,High,1,2,0
ACC-10336,Uttar Pradesh,Kanpur Nagar,Kanpur,GT Road NH-19 Kanpur-Prayagraj,Chakeri Industrial Extension to Maharajpur,26.45441,80.33069,2022,2,2,18,National Highway,Overspeeding,Heavy Truck,Commercial Goods,Clear,Dry / Smooth,Unlit / Pitch Black,Medium,1,0,3
ACC-10337,Uttar Pradesh,Kanpur Nagar,Kanpur,GT Road NH-19 Kanpur-Prayagraj,Chakeri Industrial Extension to Maharajpur,26.44235,80.32665,2021,6,18,17,National Highway,Overspeeding,Heavy Truck,Commercial Goods,Clear,Dry / Smooth,Daylight,High,1,0,2
ACC-10338,Uttar Pradesh,Kanpur Nagar,Kanpur,GT Road NH-19 Kanpur-Prayagraj,Chakeri Industrial Extension to Maharajpur,26.45033,80.33399,2021,2,24,18,National Highway,Wrong-side Driving,Pedestrian,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Streetlights Operational,Congested,1,0,2
ACC-10339,Uttar Pradesh,Kanpur Nagar,Kanpur,GT Road NH-19 Kanpur-Prayagraj,Chakeri Industrial Extension to Maharajpur,26.45705,80.33672,2024,2,6,11,National Highway,Overspeeding,Heavy Truck,Commercial Goods,Rain,Damaged / Potholes,Daylight,Low,1,0,1
ACC-10340,Uttar Pradesh,Kanpur Nagar,Kanpur,GT Road NH-19 Kanpur-Prayagraj,Chakeri Industrial Extension to Maharajpur,26.44745,80.33482,2024,11,14,8,National Highway,Wrong-side Driving,Pedestrian,Vulnerable Road User (VRU),Clear,Under Construction,Daylight,Low,1,0,1
ACC-10341,Uttar Pradesh,Kanpur Nagar,Kanpur,GT Road NH-19 Kanpur-Prayagraj,Chakeri Industrial Extension to Maharajpur,26.45425,80.33424,2023,10,1,8,National Highway,Potholes / Road Surface Defect,Heavy Truck,Commercial Goods,Clear,Damaged / Potholes,Daylight,Medium,1,0,0
ACC-10342,Uttar Pradesh,Kanpur Nagar,Kanpur,GT Road NH-19 Kanpur-Prayagraj,Chakeri Industrial Extension to Maharajpur,26.45408,80.32467,2023,9,17,21,National Highway,Wrong-side Driving,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Poor / Intermittent,Low,1,1,1
ACC-10343,Uttar Pradesh,Kanpur Nagar,Kanpur,GT Road NH-19 Kanpur-Prayagraj,Chakeri Industrial Extension to Maharajpur,26.45279,80.33242,2024,10,7,14,National Highway,Poor Lighting,Bicycle,Vulnerable Road User (VRU),Rain,Damaged / Potholes,Daylight,High,1,0,1
ACC-10344,Uttar Pradesh,Kanpur Nagar,Kanpur,GT Road NH-19 Kanpur-Prayagraj,Chakeri Industrial Extension to Maharajpur,26.45014,80.32843,2021,1,25,18,National Highway,Overspeeding,Two-Wheeler,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Streetlights Operational,Congested,1,1,1
ACC-10345,Uttar Pradesh,Kanpur Nagar,Kanpur,GT Road NH-19 Kanpur-Prayagraj,Chakeri Industrial Extension to Maharajpur,26.44648,80.33081,2022,3,2,9,National Highway,Overspeeding,Two-Wheeler,Vulnerable Road User (VRU),Rain,Damaged / Potholes,Daylight,Low,1,0,0
ACC-10346,Uttar Pradesh,Kanpur Nagar,Kanpur,GT Road NH-19 Kanpur-Prayagraj,Chakeri Industrial Extension to Maharajpur,26.44424,80.33306,2021,9,13,18,National Highway,Overspeeding,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Streetlights Operational,Medium,1,0,2
ACC-10347,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.61481,88.41781,2022,4,3,18,Urban Arterial,Overspeeding,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Under Construction,Poor / Intermittent,Low,1,1,2
ACC-10348,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.61416,88.41647,2023,10,27,10,Urban Arterial,Dangerous Junction Geometry,Bus,Motorized Passenger,Clear,Dry / Smooth,Daylight,Medium,1,0,0
ACC-10349,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.61434,88.41849,2021,4,20,16,Urban Arterial,Overspeeding,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,High,1,1,1
ACC-10350,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.60684,88.42254,2023,9,16,2,Urban Arterial,Pedestrian Crossing Hazard,Bus,Motorized Passenger,Clear,Dry / Smooth,Streetlights Operational,Medium,1,1,2
ACC-10351,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.60409,88.42015,2021,2,13,13,Urban Arterial,Overspeeding,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Dry / Smooth,Daylight,Congested,1,1,3
ACC-10352,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.60805,88.42073,2021,3,7,19,Urban Arterial,Pedestrian Crossing Hazard,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Wet / Slippery,Poor / Intermittent,Congested,1,0,0
ACC-10353,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.6039,88.42122,2023,4,17,0,Urban Arterial,Overspeeding,Bus,Motorized Passenger,Clear,Dry / Smooth,Streetlights Operational,Medium,1,2,2
ACC-10354,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.60574,88.41731,2022,7,8,18,Urban Arterial,Overspeeding,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Unlit / Pitch Black,Medium,1,0,2
ACC-10355,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.61658,88.42172,2022,7,25,21,Urban Arterial,Dangerous Junction Geometry,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Unlit / Pitch Black,Medium,1,0,2
ACC-10356,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.60677,88.42417,2024,5,15,16,Urban Arterial,Overspeeding,Pedestrian,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Daylight,Medium,1,1,2
ACC-10357,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.61613,88.42296,2022,10,8,0,Urban Arterial,Overspeeding,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Under Construction,Streetlights Operational,Congested,1,0,1
ACC-10358,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.61637,88.42294,2022,3,7,18,Urban Arterial,Pedestrian Crossing Hazard,Two-Wheeler,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Streetlights Operational,Medium,1,2,3
ACC-10359,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.61654,88.41903,2023,8,8,0,Urban Arterial,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Clear,Dry / Smooth,Poor / Intermittent,Congested,1,0,2
ACC-10360,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.61231,88.41597,2024,12,2,20,Urban Arterial,Pedestrian Crossing Hazard,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Poor / Intermittent,Low,1,0,1
ACC-10361,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.61685,88.42943,2022,8,27,1,Urban Arterial,Pedestrian Crossing Hazard,Pedestrian,Vulnerable Road User (VRU),Rain,Damaged / Potholes,Streetlights Operational,Congested,1,1,1
ACC-10362,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.61516,88.42329,2024,2,9,22,Urban Arterial,Dangerous Junction Geometry,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Wet / Slippery,Poor / Intermittent,High,1,0,1
ACC-10363,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.60964,88.42512,2022,7,18,2,Urban Arterial,Overspeeding,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Unlit / Pitch Black,High,1,1,2
ACC-10364,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.60597,88.42565,2021,3,7,8,Urban Arterial,Pedestrian Crossing Hazard,Bus,Motorized Passenger,Rain,Under Construction,Daylight,High,1,0,1
ACC-10365,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.60309,88.42876,2024,7,15,21,Urban Arterial,Pedestrian Crossing Hazard,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Streetlights Operational,Medium,1,1,2
ACC-10366,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.60729,88.421,2023,6,3,18,Urban Arterial,Dangerous Junction Geometry,Pedestrian,Vulnerable Road User (VRU),Rain,Damaged / Potholes,Streetlights Operational,Low,1,0,0
ACC-10367,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.61363,88.42489,2024,2,25,20,Urban Arterial,Pedestrian Crossing Hazard,Two-Wheeler,Vulnerable Road User (VRU),Clear,Dry / Smooth,Streetlights Operational,Low,1,0,1
ACC-10368,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.61091,88.43102,2021,10,24,11,Urban Arterial,Pedestrian Crossing Hazard,Bus,Motorized Passenger,Rain,Wet / Slippery,Daylight,Congested,1,0,1
ACC-10369,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.60439,88.42867,2023,3,20,20,Urban Arterial,Poor Lighting,Bus,Motorized Passenger,Clear,Damaged / Potholes,Unlit / Pitch Black,Medium,1,1,2
ACC-10370,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.6026,88.42607,2024,7,2,20,Urban Arterial,Dangerous Junction Geometry,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Wet / Slippery,Streetlights Operational,High,1,1,1
ACC-10371,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.61254,88.42937,2023,7,24,0,Urban Arterial,Dangerous Junction Geometry,Pedestrian,Vulnerable Road User (VRU),Rain,Under Construction,Poor / Intermittent,High,1,0,1
ACC-10372,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.61671,88.42076,2023,8,26,17,Urban Arterial,Pedestrian Crossing Hazard,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,High,1,1,2
ACC-10373,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.60389,88.42913,2022,5,27,18,Urban Arterial,Dangerous Junction Geometry,Bus,Motorized Passenger,Rain,Wet / Slippery,Unlit / Pitch Black,Low,1,0,1
ACC-10374,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.6096,88.4155,2023,8,27,6,Urban Arterial,Overspeeding,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,High,1,0,3
ACC-10375,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.60257,88.43002,2024,9,5,19,Urban Arterial,Overspeeding,Two-Wheeler,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Unlit / Pitch Black,High,1,1,1
ACC-10376,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.60761,88.42216,2021,6,15,4,Urban Arterial,Overspeeding,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Wet / Slippery,Streetlights Operational,Medium,1,1,1
ACC-10377,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.60642,88.41624,2021,5,5,1,Urban Arterial,Pedestrian Crossing Hazard,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Wet / Slippery,Poor / Intermittent,Low,1,1,1
ACC-10378,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.61198,88.42848,2023,9,15,0,Urban Arterial,Poor Lighting,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Wet / Slippery,Unlit / Pitch Black,High,1,1,1
ACC-10379,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.61476,88.42263,2024,10,12,7,Urban Arterial,Pedestrian Crossing Hazard,Bus,Motorized Passenger,Clear,Damaged / Potholes,Daylight,Congested,1,1,2
ACC-10380,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.61011,88.42072,2022,3,28,7,Urban Arterial,Overspeeding,Bus,Motorized Passenger,Clear,Damaged / Potholes,Daylight,Low,1,0,0
ACC-10381,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.60733,88.42248,2024,3,10,12,Urban Arterial,Dangerous Junction Geometry,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Under Construction,Daylight,Low,1,0,0
ACC-10382,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.61505,88.42207,2024,4,20,2,Urban Arterial,Poor Lighting,Bus,Motorized Passenger,Rain,Wet / Slippery,Unlit / Pitch Black,Medium,1,0,1
ACC-10383,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.61779,88.41621,2023,9,23,22,Urban Arterial,Pedestrian Crossing Hazard,Bus,Motorized Passenger,Rain,Wet / Slippery,Poor / Intermittent,High,1,0,0
ACC-10384,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.61695,88.42528,2021,11,27,18,Urban Arterial,Overspeeding,Bus,Motorized Passenger,Clear,Dry / Smooth,Streetlights Operational,Medium,1,0,2
ACC-10385,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.61162,88.42971,2021,3,22,20,Urban Arterial,Overspeeding,Bus,Motorized Passenger,Clear,Under Construction,Streetlights Operational,Medium,1,0,1
ACC-10386,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.60251,88.42406,2023,7,23,8,Urban Arterial,Pedestrian Crossing Hazard,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Under Construction,Daylight,Low,1,2,3
ACC-10387,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.60588,88.41787,2023,2,28,0,Urban Arterial,Dangerous Junction Geometry,Bus,Motorized Passenger,Clear,Under Construction,Streetlights Operational,Congested,1,0,1
ACC-10388,West Bengal,North 24 Parganas,Kolkata,VIP Road Kolkata Airport Corridor,Ultadanga Hudson Flyover to Kaikhali Crossing,22.61404,88.42289,2022,4,18,9,Urban Arterial,Poor Lighting,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,Medium,1,1,0
ACC-10389,Maharashtra,Pune,Pune,Pune-Solapur Highway NH-65,Hadapsar Gadital to Manjari Phata,18.489,74.00732,2024,3,3,18,National Highway,Poor Lighting,Car,Motorized Passenger,Rain,Under Construction,Unlit / Pitch Black,Congested,1,0,1
ACC-10390,Maharashtra,Pune,Pune,Pune-Solapur Highway NH-65,Hadapsar Gadital to Manjari Phata,18.4899,74.01825,2024,12,8,7,National Highway,Poor Lighting,Heavy Truck,Commercial Goods,Clear,Dry / Smooth,Daylight,Congested,1,0,0
ACC-10391,Maharashtra,Pune,Pune,Pune-Solapur Highway NH-65,Hadapsar Gadital to Manjari Phata,18.4929,74.01815,2022,12,24,8,National Highway,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Clear,Dry / Smooth,Daylight,Congested,1,0,2
ACC-10392,Maharashtra,Pune,Pune,Pune-Solapur Highway NH-65,Hadapsar Gadital to Manjari Phata,18.49497,74.01183,2023,10,2,11,National Highway,Dangerous Junction Geometry,Car,Motorized Passenger,Rain,Under Construction,Daylight,Low,1,0,3
ACC-10393,Maharashtra,Pune,Pune,Pune-Solapur Highway NH-65,Hadapsar Gadital to Manjari Phata,18.494,74.00764,2021,12,20,14,National Highway,Wrong-side Driving,Two-Wheeler,Vulnerable Road User (VRU),Clear,Under Construction,Daylight,High,1,0,1
ACC-10394,Maharashtra,Pune,Pune,Pune-Solapur Highway NH-65,Hadapsar Gadital to Manjari Phata,18.48398,74.00999,2024,2,5,8,National Highway,Wrong-side Driving,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,Low,1,0,0
ACC-10395,Maharashtra,Pune,Pune,Pune-Solapur Highway NH-65,Hadapsar Gadital to Manjari Phata,18.49173,74.02035,2022,11,15,2,National Highway,Wrong-side Driving,Pedestrian,Vulnerable Road User (VRU),Fog/Mist,Dry / Smooth,Streetlights Operational,Low,1,0,3
ACC-10396,Maharashtra,Pune,Pune,Pune-Solapur Highway NH-65,Hadapsar Gadital to Manjari Phata,18.48406,74.00988,2024,7,25,22,National Highway,Poor Lighting,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Unlit / Pitch Black,High,1,0,2
ACC-10397,Maharashtra,Pune,Pune,Pune-Solapur Highway NH-65,Hadapsar Gadital to Manjari Phata,18.49704,74.01438,2024,8,10,20,National Highway,Overspeeding,Car,Motorized Passenger,Rain,Wet / Slippery,Streetlights Operational,Low,1,2,0
ACC-10398,Maharashtra,Pune,Pune,Pune-Solapur Highway NH-65,Hadapsar Gadital to Manjari Phata,18.49155,74.01458,2023,9,22,4,National Highway,Wrong-side Driving,Car,Motorized Passenger,Rain,Wet / Slippery,Streetlights Operational,Low,1,2,1
ACC-10399,Maharashtra,Pune,Pune,Pune-Solapur Highway NH-65,Hadapsar Gadital to Manjari Phata,18.48239,74.00876,2022,12,22,7,National Highway,Wrong-side Driving,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,High,1,0,2
ACC-10400,Maharashtra,Pune,Pune,Pune-Solapur Highway NH-65,Hadapsar Gadital to Manjari Phata,18.49557,74.02241,2021,11,15,23,National Highway,Wrong-side Driving,Heavy Truck,Commercial Goods,Fog/Mist,Dry / Smooth,Unlit / Pitch Black,High,1,0,2
ACC-10401,Maharashtra,Pune,Pune,Pune-Solapur Highway NH-65,Hadapsar Gadital to Manjari Phata,18.49242,74.02196,2021,12,4,21,National Highway,Overspeeding,Car,Motorized Passenger,Clear,Damaged / Potholes,Streetlights Operational,Medium,1,1,3
ACC-10402,Maharashtra,Pune,Pune,Pune-Solapur Highway NH-65,Hadapsar Gadital to Manjari Phata,18.48842,74.02314,2023,7,23,15,National Highway,Wrong-side Driving,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Daylight,High,1,0,0
ACC-10403,Maharashtra,Pune,Pune,Pune-Solapur Highway NH-65,Hadapsar Gadital to Manjari Phata,18.49365,74.00885,2023,5,6,19,National Highway,Overspeeding,Car,Motorized Passenger,Clear,Dry / Smooth,Poor / Intermittent,Congested,1,1,3
ACC-10404,Maharashtra,Pune,Pune,Pune-Solapur Highway NH-65,Hadapsar Gadital to Manjari Phata,18.48646,74.0184,2021,2,19,15,National Highway,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Clear,Under Construction,Daylight,High,1,0,2
ACC-10405,Maharashtra,Pune,Pune,Pune-Solapur Highway NH-65,Hadapsar Gadital to Manjari Phata,18.49468,74.00914,2024,10,1,19,National Highway,Poor Lighting,Car,Motorized Passenger,Clear,Dry / Smooth,Poor / Intermittent,High,1,0,2
ACC-10406,Maharashtra,Pune,Pune,Pune-Solapur Highway NH-65,Hadapsar Gadital to Manjari Phata,18.48283,74.01335,2023,6,22,0,National Highway,Dangerous Junction Geometry,Heavy Truck,Commercial Goods,Rain,Dry / Smooth,Streetlights Operational,Low,1,0,0
ACC-10407,Maharashtra,Pune,Pune,Pune-Solapur Highway NH-65,Hadapsar Gadital to Manjari Phata,18.49003,74.00821,2022,5,23,1,National Highway,Wrong-side Driving,Car,Motorized Passenger,Clear,Damaged / Potholes,Poor / Intermittent,High,1,1,1
ACC-10408,Maharashtra,Pune,Pune,Pune-Solapur Highway NH-65,Hadapsar Gadital to Manjari Phata,18.48559,74.01766,2023,8,18,15,National Highway,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,High,1,1,1
